id,sample_id,crop_id,suitability_score,suitability_level,limiting_factors,yield_potential,risk_assessment,management_recommendations,assessment_date,created_at
57468,7184,109,58.99,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",240.7,风险很高，不建议种植,加强田间管理，及时灌溉施肥,2025-02-17,2025-05-27 17:07:39
57469,7184,308,70.77,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",610.53,风险中等，需要适当管理,改良土壤，提高地力,2025-02-17,2025-05-27 17:07:39
57473,7185,346,59.29,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",320.29,风险很高，不建议种植,监测病虫害，及时防治,2024-01-20,2025-03-22 01:05:33
57474,7185,308,82.21,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",1043.9,风险较低，适宜种植,监测病虫害，及时防治,2024-01-20,2025-03-22 01:05:33
57475,7185,471,90.15,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",943.75,风险较低，适宜种植,合理密植，保证通风透光,2024-01-20,2025-03-22 01:05:33
57476,7185,282,79.05,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",668.38,风险中等，需要适当管理,科学轮作，避免连作障碍,2024-01-20,2025-03-22 01:05:33
57477,7185,87,63.75,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",565.95,风险较高，需要重点关注,改良土壤，提高地力,2024-01-20,2025-03-22 01:05:33
57478,7185,210,79.08,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",629.74,风险中等，需要适当管理,改良土壤，提高地力,2024-01-20,2025-03-22 01:05:33
57479,7185,424,40.94,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",231.54,风险很高，不建议种植,科学轮作，避免连作障碍,2024-01-20,2025-03-22 01:05:33
57481,7186,206,78.83,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",645.97,风险中等，需要适当管理,改良土壤，提高地力,2024-11-04,2024-01-19 02:56:07
57482,7186,47,70.93,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",775.74,风险中等，需要适当管理,科学轮作，避免连作障碍,2024-11-04,2024-01-19 02:56:07
57483,7186,37,47.76,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",207.24,风险很高，不建议种植,科学轮作，避免连作障碍,2024-11-04,2024-01-19 02:56:07
57484,7186,142,43.09,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",379.91,风险很高，不建议种植,改良土壤，提高地力,2024-11-04,2024-01-19 02:56:07
57485,7186,26,69.51,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",520.32,风险较高，需要重点关注,改良土壤，提高地力,2024-11-04,2024-01-19 02:56:07
57489,7187,235,92.39,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",908.55,风险较低，适宜种植,加强田间管理，及时灌溉施肥,2024-04-01,2024-03-07 15:15:44
57490,7187,308,81.34,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",828.16,风险较低，适宜种植,加强田间管理，及时灌溉施肥,2024-04-01,2024-03-07 15:15:44
57491,7187,447,60.8,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",488.37,风险较高，需要重点关注,加强田间管理，及时灌溉施肥,2024-04-01,2024-03-07 15:15:44
57492,7187,328,47.1,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",389.58,风险很高，不建议种植,改良土壤，提高地力,2024-04-01,2024-03-07 15:15:44
57493,7187,395,76.83,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",617.33,风险中等，需要适当管理,合理密植，保证通风透光,2024-04-01,2024-03-07 15:15:44
57494,7187,76,52.14,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",355.23,风险很高，不建议种植,监测病虫害，及时防治,2024-04-01,2024-03-07 15:15:44
57495,7187,393,43.25,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",325.97,风险很高，不建议种植,监测病虫害，及时防治,2024-04-01,2024-03-07 15:15:44
57497,7188,198,82.21,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",990.82,风险较低，适宜种植,加强田间管理，及时灌溉施肥,2023-11-21,2022-12-12 06:50:56
57498,7188,201,40.86,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",306.19,风险很高，不建议种植,科学轮作，避免连作障碍,2023-11-21,2022-12-12 06:50:56
57499,7188,214,74.88,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",607.51,风险中等，需要适当管理,科学轮作，避免连作障碍,2023-11-21,2022-12-12 06:50:56
57500,7188,211,69.1,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",577.47,风险较高，需要重点关注,监测病虫害，及时防治,2023-11-21,2022-12-12 06:50:56
57501,7188,380,50.1,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",331.22,风险很高，不建议种植,合理密植，保证通风透光,2023-11-21,2022-12-12 06:50:56
57505,7189,37,94.86,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",957.06,风险较低，适宜种植,合理密植，保证通风透光,2024-05-11,2024-07-13 23:23:59
57506,7189,450,77.87,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",763.11,风险中等，需要适当管理,监测病虫害，及时防治,2024-05-11,2024-07-13 23:23:59
57507,7189,112,48.5,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",260.23,风险很高，不建议种植,监测病虫害，及时防治,2024-05-11,2024-07-13 23:23:59
57508,7189,246,51.96,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",247.07,风险很高，不建议种植,监测病虫害，及时防治,2024-05-11,2024-07-13 23:23:59
57509,7189,129,80.87,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",949.86,风险较低，适宜种植,改良土壤，提高地力,2024-05-11,2024-07-13 23:23:59
57513,7190,255,44.46,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",319.73,风险很高，不建议种植,科学轮作，避免连作障碍,2024-05-02,2023-06-02 01:04:44
57514,7190,262,44.55,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",279.29,风险很高，不建议种植,改良土壤，提高地力,2024-05-02,2023-06-02 01:04:44
57515,7190,383,48.4,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",279.34,风险很高，不建议种植,合理密植，保证通风透光,2024-05-02,2023-06-02 01:04:44
57516,7190,71,74.21,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",612.81,风险中等，需要适当管理,合理密植，保证通风透光,2024-05-02,2023-06-02 01:04:44
57517,7190,212,80.15,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",898.28,风险较低，适宜种植,改良土壤，提高地力,2024-05-02,2023-06-02 01:04:44
57521,7191,436,53.78,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",326.59,风险很高，不建议种植,科学轮作，避免连作障碍,2024-07-29,2022-10-18 04:32:31
57522,7191,280,79.17,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",681.87,风险中等，需要适当管理,加强田间管理，及时灌溉施肥,2024-07-29,2022-10-18 04:32:31
57523,7191,57,57.48,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",371.88,风险很高，不建议种植,加强田间管理，及时灌溉施肥,2024-07-29,2022-10-18 04:32:31
57524,7191,424,50.03,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",265.03,风险很高，不建议种植,改良土壤，提高地力,2024-07-29,2022-10-18 04:32:31
57525,7191,20,75.61,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",699.11,风险中等，需要适当管理,科学轮作，避免连作障碍,2024-07-29,2022-10-18 04:32:31
57526,7191,440,77.83,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",696.48,风险中等，需要适当管理,改良土壤，提高地力,2024-07-29,2022-10-18 04:32:31
57527,7191,253,40.6,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",312.48,风险很高，不建议种植,科学轮作，避免连作障碍,2024-07-29,2022-10-18 04:32:31
57528,7191,129,53.07,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",379.59,风险很高，不建议种植,改良土壤，提高地力,2024-07-29,2022-10-18 04:32:31
57529,7192,2,43.32,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",287.17,风险很高，不建议种植,合理密植，保证通风透光,2023-02-16,2023-11-07 16:43:37
57530,7192,499,84.68,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",1136.95,风险较低，适宜种植,监测病虫害，及时防治,2023-02-16,2023-11-07 16:43:37
57531,7192,258,84.51,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",1117.23,风险较低，适宜种植,改良土壤，提高地力,2023-02-16,2023-11-07 16:43:37
57532,7192,483,40.22,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",229.35,风险很高，不建议种植,科学轮作，避免连作障碍,2023-02-16,2023-11-07 16:43:37
57533,7192,358,55.81,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",203.61,风险很高，不建议种植,加强田间管理，及时灌溉施肥,2023-02-16,2023-11-07 16:43:37
57534,7192,15,64.66,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",493.09,风险较高，需要重点关注,加强田间管理，及时灌溉施肥,2023-02-16,2023-11-07 16:43:37
57535,7192,161,73.99,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",611.03,风险中等，需要适当管理,合理密植，保证通风透光,2023-02-16,2023-11-07 16:43:37
57536,7192,205,69.98,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",594.33,风险较高，需要重点关注,改良土壤，提高地力,2023-02-16,2023-11-07 16:43:37
57537,7193,380,67.37,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",476.26,风险较高，需要重点关注,科学轮作，避免连作障碍,2024-06-05,2022-08-21 09:08:12
57538,7193,96,92.23,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",1058.01,风险较低，适宜种植,合理密植，保证通风透光,2024-06-05,2022-08-21 09:08:12
57539,7193,322,47.02,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",281.64,风险很高，不建议种植,合理密植，保证通风透光,2024-06-05,2022-08-21 09:08:12
57540,7193,70,65.47,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",568.97,风险较高，需要重点关注,合理密植，保证通风透光,2024-06-05,2022-08-21 09:08:12
57541,7193,29,91.17,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",884.86,风险较低，适宜种植,合理密植，保证通风透光,2024-06-05,2022-08-21 09:08:12
57542,7193,280,61.52,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",462.57,风险较高，需要重点关注,加强田间管理，及时灌溉施肥,2024-06-05,2022-08-21 09:08:12
57543,7193,248,63.94,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",478.61,风险较高，需要重点关注,监测病虫害，及时防治,2024-06-05,2022-08-21 09:08:12
57544,7193,162,63.63,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",424.9,风险较高，需要重点关注,科学轮作，避免连作障碍,2024-06-05,2022-08-21 09:08:12
57545,7194,115,77.67,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",709.99,风险中等，需要适当管理,监测病虫害，及时防治,2024-08-05,2022-12-31 00:49:24
57546,7194,249,57.11,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",308.73,风险很高，不建议种植,科学轮作，避免连作障碍,2024-08-05,2022-12-31 00:49:24
57547,7194,209,55.67,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",351.13,风险很高，不建议种植,加强田间管理，及时灌溉施肥,2024-08-05,2022-12-31 00:49:24
57548,7194,161,46.08,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",352.35,风险很高，不建议种植,加强田间管理，及时灌溉施肥,2024-08-05,2022-12-31 00:49:24
57549,7194,179,58.85,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",253.64,风险很高，不建议种植,科学轮作，避免连作障碍,2024-08-05,2022-12-31 00:49:24
57550,7194,18,62.44,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",539.63,风险较高，需要重点关注,科学轮作，避免连作障碍,2024-08-05,2022-12-31 00:49:24
57551,7194,403,45.73,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",298.41,风险很高，不建议种植,科学轮作，避免连作障碍,2024-08-05,2022-12-31 00:49:24
57552,7194,459,51.21,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",203.41,风险很高，不建议种植,科学轮作，避免连作障碍,2024-08-05,2022-12-31 00:49:24
57553,7195,234,48.05,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",283.74,风险很高，不建议种植,监测病虫害，及时防治,2025-06-03,2023-08-28 23:36:27
57554,7195,152,51.71,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",314.9,风险很高，不建议种植,科学轮作，避免连作障碍,2025-06-03,2023-08-28 23:36:27
57555,7195,317,81.19,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",1018.59,风险较低，适宜种植,合理密植，保证通风透光,2025-06-03,2023-08-28 23:36:27
57556,7195,376,71.72,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",786.3,风险中等，需要适当管理,科学轮作，避免连作障碍,2025-06-03,2023-08-28 23:36:27
57557,7195,27,57.03,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",242.81,风险很高，不建议种植,科学轮作，避免连作障碍,2025-06-03,2023-08-28 23:36:27
57558,7195,78,53.34,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",233.33,风险很高，不建议种植,合理密植，保证通风透光,2025-06-03,2023-08-28 23:36:27
57559,7195,135,90.17,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",925.05,风险较低，适宜种植,科学轮作，避免连作障碍,2025-06-03,2023-08-28 23:36:27
57561,7196,473,85.91,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",1032.88,风险较低，适宜种植,监测病虫害，及时防治,2024-03-01,2024-03-25 15:35:54
57562,7196,286,56.4,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",303.99,风险很高，不建议种植,合理密植，保证通风透光,2024-03-01,2024-03-25 15:35:54
57563,7196,82,63.01,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",416.45,风险较高，需要重点关注,加强田间管理，及时灌溉施肥,2024-03-01,2024-03-25 15:35:54
57564,7196,181,84.02,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",1037.42,风险较低，适宜种植,加强田间管理，及时灌溉施肥,2024-03-01,2024-03-25 15:35:54
57565,7196,364,44.88,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",240.36,风险很高，不建议种植,合理密植，保证通风透光,2024-03-01,2024-03-25 15:35:54
57566,7196,402,44.55,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",319.97,风险很高，不建议种植,改良土壤，提高地力,2024-03-01,2024-03-25 15:35:54
57569,7197,129,74.77,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",782.66,风险中等，需要适当管理,改良土壤，提高地力,2023-09-23,2023-11-17 05:10:41
57570,7197,32,42.99,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",336.52,风险很高，不建议种植,加强田间管理，及时灌溉施肥,2023-09-23,2023-11-17 05:10:41
57571,7197,410,76.01,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",662.84,风险中等，需要适当管理,加强田间管理，及时灌溉施肥,2023-09-23,2023-11-17 05:10:41
57572,7197,201,56.46,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",339.11,风险很高，不建议种植,科学轮作，避免连作障碍,2023-09-23,2023-11-17 05:10:41
57573,7197,87,68.17,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",434.89,风险较高，需要重点关注,合理密植，保证通风透光,2023-09-23,2023-11-17 05:10:41
57574,7197,406,54.79,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",359.31,风险很高，不建议种植,监测病虫害，及时防治,2023-09-23,2023-11-17 05:10:41
57575,7197,289,40.82,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",355.41,风险很高，不建议种植,合理密植，保证通风透光,2023-09-23,2023-11-17 05:10:41
57576,7197,468,91.61,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",1077.93,风险较低，适宜种植,合理密植，保证通风透光,2023-09-23,2023-11-17 05:10:41
57577,7198,177,47.28,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",340.48,风险很高，不建议种植,合理密植，保证通风透光,2024-06-24,2023-12-05 11:00:32
57578,7198,204,55.82,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",275.78,风险很高，不建议种植,科学轮作，避免连作障碍,2024-06-24,2023-12-05 11:00:32
57579,7198,97,42.81,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",399.51,风险很高，不建议种植,加强田间管理，及时灌溉施肥,2024-06-24,2023-12-05 11:00:32
57580,7198,415,90.52,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",897.56,风险较低，适宜种植,加强田间管理，及时灌溉施肥,2024-06-24,2023-12-05 11:00:32
57581,7198,333,60.71,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",577.24,风险较高，需要重点关注,合理密植，保证通风透光,2024-06-24,2023-12-05 11:00:32
57582,7198,256,89.35,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",817.05,风险较低，适宜种植,监测病虫害，及时防治,2024-06-24,2023-12-05 11:00:32
57583,7198,286,58.2,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",202.14,风险很高，不建议种植,改良土壤，提高地力,2024-06-24,2023-12-05 11:00:32
57584,7198,121,94.27,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",925.45,风险较低，适宜种植,合理密植，保证通风透光,2024-06-24,2023-12-05 11:00:32
57585,7199,434,83.12,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",1150.26,风险较低，适宜种植,改良土壤，提高地力,2024-04-28,2024-12-17 08:30:46
57586,7199,335,74.96,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",747.59,风险中等，需要适当管理,加强田间管理，及时灌溉施肥,2024-04-28,2024-12-17 08:30:46
57587,7199,109,73.23,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",725.96,风险中等，需要适当管理,加强田间管理，及时灌溉施肥,2024-04-28,2024-12-17 08:30:46
57588,7199,447,87.68,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",1175.5,风险较低，适宜种植,监测病虫害，及时防治,2024-04-28,2024-12-17 08:30:46
57589,7199,379,47.7,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",207.87,风险很高，不建议种植,监测病虫害，及时防治,2024-04-28,2024-12-17 08:30:46
57590,7199,8,88.52,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",996.38,风险较低，适宜种植,合理密植，保证通风透光,2024-04-28,2024-12-17 08:30:46
57591,7199,65,71.59,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",761.42,风险中等，需要适当管理,改良土壤，提高地力,2024-04-28,2024-12-17 08:30:46
57592,7199,200,54.16,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",284.39,风险很高，不建议种植,加强田间管理，及时灌溉施肥,2024-04-28,2024-12-17 08:30:46
57593,7200,185,52.47,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",310.26,风险很高，不建议种植,加强田间管理，及时灌溉施肥,2024-09-24,2024-03-27 00:27:11
57594,7200,341,79.25,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",663.97,风险中等，需要适当管理,监测病虫害，及时防治,2024-09-24,2024-03-27 00:27:11
57595,7200,29,57.47,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",251.28,风险很高，不建议种植,监测病虫害，及时防治,2024-09-24,2024-03-27 00:27:11
57596,7200,43,74.85,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",658.9,风险中等，需要适当管理,合理密植，保证通风透光,2024-09-24,2024-03-27 00:27:11
57597,7200,86,58.64,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",351.75,风险很高，不建议种植,监测病虫害，及时防治,2024-09-24,2024-03-27 00:27:11
57598,7200,458,61.18,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",494.58,风险较高，需要重点关注,改良土壤，提高地力,2024-09-24,2024-03-27 00:27:11
57601,7201,150,83.42,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",965.86,风险较低，适宜种植,监测病虫害，及时防治,2023-07-31,2024-11-02 12:31:57
57602,7201,301,55.41,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",322.18,风险很高，不建议种植,加强田间管理，及时灌溉施肥,2023-07-31,2024-11-02 12:31:57
57603,7201,457,42.43,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",371.09,风险很高，不建议种植,科学轮作，避免连作障碍,2023-07-31,2024-11-02 12:31:57
57604,7201,402,72.39,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",748.09,风险中等，需要适当管理,加强田间管理，及时灌溉施肥,2023-07-31,2024-11-02 12:31:57
57605,7201,389,46.43,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",225.91,风险很高，不建议种植,科学轮作，避免连作障碍,2023-07-31,2024-11-02 12:31:57
57606,7201,69,88.15,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",890.81,风险较低，适宜种植,加强田间管理，及时灌溉施肥,2023-07-31,2024-11-02 12:31:57
57607,7201,271,45.55,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",369.38,风险很高，不建议种植,科学轮作，避免连作障碍,2023-07-31,2024-11-02 12:31:57
57609,7202,299,66.49,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",412.31,风险较高，需要重点关注,科学轮作，避免连作障碍,2024-01-18,2023-05-04 10:48:38
57610,7202,14,54.12,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",285.19,风险很高，不建议种植,改良土壤，提高地力,2024-01-18,2023-05-04 10:48:38
57611,7202,21,89.16,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",1022.78,风险较低，适宜种植,科学轮作，避免连作障碍,2024-01-18,2023-05-04 10:48:38
57612,7202,24,83.64,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",921.07,风险较低，适宜种植,改良土壤，提高地力,2024-01-18,2023-05-04 10:48:38
57613,7202,67,64.34,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",466.32,风险较高，需要重点关注,监测病虫害，及时防治,2024-01-18,2023-05-04 10:48:38
57614,7202,109,66.3,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",580.0,风险较高，需要重点关注,改良土壤，提高地力,2024-01-18,2023-05-04 10:48:38
57615,7202,151,62.82,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",510.66,风险较高，需要重点关注,监测病虫害，及时防治,2024-01-18,2023-05-04 10:48:38
57617,7203,475,79.86,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",731.43,风险中等，需要适当管理,科学轮作，避免连作障碍,2025-02-16,2025-05-19 22:43:09
57618,7203,73,50.91,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",367.61,风险很高，不建议种植,改良土壤，提高地力,2025-02-16,2025-05-19 22:43:09
57619,7203,282,52.31,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",390.07,风险很高，不建议种植,科学轮作，避免连作障碍,2025-02-16,2025-05-19 22:43:09
57620,7203,6,44.47,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",316.68,风险很高，不建议种植,监测病虫害，及时防治,2025-02-16,2025-05-19 22:43:09
57621,7203,68,57.8,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",371.56,风险很高，不建议种植,科学轮作，避免连作障碍,2025-02-16,2025-05-19 22:43:09
57622,7203,69,47.2,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",338.38,风险很高，不建议种植,改良土壤，提高地力,2025-02-16,2025-05-19 22:43:09
