id,user_id,operation_type,target_table,target_id,operation_description,ip_address,user_agent,operation_time,execution_time,result_status,error_message
42031,598,查询,fertilizer_plans,9873,用户查询fertilizer_plans数据,17.84.175.40,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/6411-05-07 10:34:16 Firefox/3.8,2024-09-14 01:33:43,4.124,成功,
42032,339,生成报告,soil_test_data,8776,用户生成报告soil_test_data数据,131.83.216.16,"Mozilla/5.0 (Linux; Android 1.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/26.0.862.0 Safari/534.0",2025-01-09 17:07:58,4.967,失败,"事情广告也是那个.非常管理加入无法由于.
完全东西用户任何手机时候.法律积分同时日期开始社会所有.一起世界所有.
这些这种朋友更多浏览.有限还是社会类型更多出来企业."
42033,1549,生成报告,crop_suitability,5290,用户生成报告crop_suitability数据,182.206.56.199,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/4.0),2024-07-25 07:49:33,1.555,失败,"规定方式建设等级记者自己.全部国家最新过程两个人员.影响投资拥有使用很多精华精华.
孩子而且企业方式如何.这种登录有关关系注意有关他的."
42034,785,分析,fertilizer_plans,44,用户分析fertilizer_plans数据,57.129.15.106,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; mg-MG) AppleWebKit/535.8.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6535.8.6",2024-08-24 21:37:29,0.107,失败,"新闻或者系列是否.
来源推荐需要大小广告一般.感觉我的什么东西一个.资料以上报告其中市场.虽然建设世界觉得业务如果系统.
管理品牌设计精华必须.社区客户作品."
42035,935,查询,fertilizer_plans,2148,用户查询fertilizer_plans数据,94.152.144.206,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_3 rv:6.0; th-TH) AppleWebKit/535.38.6 (KHTML, like Gecko) Version/5.0.4 Safari/535.38.6",2024-11-28 17:58:07,1.247,失败,"电话销售能够信息大学具有关于.留言论坛由于地址工作.孩子系列教育建设.
当前登录管理继续设计不断.
我的已经经营国家主题是否.工作学校报告工具的是行业.您的能力合作报告基本由于."
42036,570,分析,crop_suitability,9347,用户分析crop_suitability数据,204.185.73.236,Opera/8.35.(X11; Linux i686; ha-NG) Presto/2.9.183 Version/11.00,2024-12-12 11:24:40,1.705,警告,
42037,209,新增,fertilizer_plans,1360,用户新增fertilizer_plans数据,53.239.201.99,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/4.1),2025-03-04 13:48:09,2.601,失败,"联系帖子增加作者组织不能觉得.人民看到自己希望过程准备组织.
一直一定更多不断大家.电脑方面质量科技不过.希望所以帮助只要.
品牌女人应该事情语言.中国销售拥有电影.一次关系正在以及企业."
42038,475,修改,soil_test_data,192,用户修改soil_test_data数据,165.192.228.45,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_8 rv:4.0; en-ZM) AppleWebKit/532.8.2 (KHTML, like Gecko) Version/4.0.1 Safari/532.8.2",2025-04-11 09:50:31,4.56,警告,
42039,816,生成报告,soil_test_data,3490,用户生成报告soil_test_data数据,60.203.237.93,Opera/8.82.(Windows NT 5.0; tr-CY) Presto/2.9.180 Version/11.00,2025-04-14 06:37:46,1.714,警告,
42040,1135,导出,fertilizer_plans,522,用户导出fertilizer_plans数据,177.50.139.16,"Mozilla/5.0 (Linux; Android 1.5) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/25.0.895.0 Safari/536.1",2025-04-20 13:52:27,0.873,成功,
42041,814,生成报告,crop_suitability,5888,用户生成报告crop_suitability数据,84.168.214.28,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/8662-08-01 13:46:46 Firefox/13.0,2024-08-19 19:46:33,1.209,成功,
42042,534,导出,soil_samples,7819,用户导出soil_samples数据,94.25.177.62,Opera/9.73.(Windows NT 5.01; byn-ER) Presto/2.9.164 Version/11.00,2024-07-03 20:28:43,2.903,失败,"或者北京阅读相关产品.发布详细服务表示一样世界.工作一直国内具有其他.
就是自己各种标准以后一个.之后女人标题质量我的学习当然.问题还是质量作者制作或者如果.
销售开始在线主题什么."
42043,1072,导出,fertilizer_plans,5247,用户导出fertilizer_plans数据,153.193.195.180,"Mozilla/5.0 (Linux; Android 2.2.3) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/15.0.846.0 Safari/532.0",2025-03-15 02:20:52,1.802,成功,
42044,1110,修改,soil_samples,2802,用户修改soil_samples数据,82.7.152.249,Mozilla/5.0 (Android 2.0.1; Mobile; rv:5.0) Gecko/5.0 Firefox/5.0,2025-03-04 02:22:09,3.622,失败,"首页推荐网上教育.发布合作活动国际不能显示.推荐国内一种制作.
名称谢谢只要来自一个发生.特别其中管理.首页支持经营.
怎么不能当然因此发现其中.但是男人日本自己.自己选择是否都是合作."
42045,1965,删除,soil_test_data,2480,用户删除soil_test_data数据,12.169.29.110,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; et-EE) AppleWebKit/535.40.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6535.40.4",2025-03-30 13:50:28,4.614,成功,
42046,29,删除,soil_test_data,6211,用户删除soil_test_data数据,75.212.200.150,Opera/9.97.(Windows NT 5.2; ig-NG) Presto/2.9.165 Version/10.00,2024-12-25 21:45:49,4.287,成功,
42047,883,分析,fertilizer_plans,1736,用户分析fertilizer_plans数据,175.133.39.24,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_3_5 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/9.7y6080.0 Mobile/75Z770 Safari/531.2",2024-08-20 04:48:56,4.231,警告,
42048,1843,分析,soil_test_data,2423,用户分析soil_test_data数据,34.143.21.86,Opera/8.55.(X11; Linux i686; eu-FR) Presto/2.9.182 Version/10.00,2025-01-07 21:23:14,3.705,成功,
42049,1913,查询,soil_samples,6266,用户查询soil_samples数据,176.173.254.227,Opera/9.62.(X11; Linux x86_64; mt-MT) Presto/2.9.175 Version/10.00,2025-03-11 07:27:08,1.564,成功,
42050,1378,生成报告,fertilizer_plans,6456,用户生成报告fertilizer_plans数据,24.194.132.23,Opera/8.92.(X11; Linux i686; bo-CN) Presto/2.9.169 Version/11.00,2025-03-24 10:01:05,4.31,警告,
42051,965,分析,soil_samples,2856,用户分析soil_samples数据,206.204.145.130,Mozilla/5.0 (Android 12; Mobile; rv:59.0) Gecko/59.0 Firefox/59.0,2024-12-15 14:53:23,1.94,成功,
42052,1965,查询,fertilizer_plans,3013,用户查询fertilizer_plans数据,27.25.233.175,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_2_2 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/46.0.880.0 Mobile/88Z472 Safari/534.1",2025-05-11 09:48:36,0.374,警告,
42053,21,删除,soil_test_data,4006,用户删除soil_test_data数据,53.63.170.190,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/27.0.860.0 Safari/534.1",2024-08-28 01:16:34,2.425,警告,
42054,769,导出,fertilizer_plans,958,用户导出fertilizer_plans数据,205.196.221.249,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/8126-09-30 11:43:01 Firefox/3.6.16,2024-08-05 04:49:19,3.914,失败,"加入社区本站是一.的话应用的话学校主题加入.活动最大加入控制生产精华.
设备她的点击相关应用应该下载最大.事情学校那个我们大家.当然最新同时我们不会."
42055,441,生成报告,soil_samples,566,用户生成报告soil_samples数据,154.85.100.9,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_0; rv:1.9.5.20) Gecko/7138-07-21 05:12:32 Firefox/3.8,2025-03-25 02:27:35,0.705,失败,"程序男人文件解决用户.分析觉得的人开发现在不能.完成积分查看女人.
这种规定设计.什么人员销售如此来自有些.
产品电影规定同时.城市都是日期学校密码位置."
42056,659,生成报告,fertilizer_plans,4698,用户生成报告fertilizer_plans数据,145.164.250.184,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/4.0),2025-06-04 11:31:09,0.997,失败,"一次很多责任解决.一些必须程序操作经验孩子决定.资源以后人民不是数据现在.
帮助都是专业解决方法不断.因此国际都是.
联系到了标准积分.程序应该管理发表一样起来以后.所以不是系统本站还有."
42057,175,查询,soil_test_data,8626,用户查询soil_test_data数据,90.176.117.147,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; da-DK) AppleWebKit/534.5.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6534.5.5",2024-07-06 12:48:48,3.531,警告,
42058,1818,生成报告,soil_samples,9231,用户生成报告soil_samples数据,16.75.212.210,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_5; rv:1.9.2.20) Gecko/6258-04-15 01:41:11 Firefox/3.8,2024-11-28 23:15:46,2.213,失败,"制作其他北京加入.包括特别更新很多.
必须这个今年资料出现自己学生.特别只要联系其他阅读更新设备.
文化中文他们可以事情起来不过.注意中心具有下载产品."
42059,1524,分析,fertilizer_plans,8102,用户分析fertilizer_plans数据,222.164.110.116,Opera/9.23.(Windows NT 5.0; pa-PK) Presto/2.9.171 Version/12.00,2024-11-27 23:24:50,1.785,失败,"自己来自以后已经目前报告.推荐以上要求的话作者特别控制.个人位置相关.参加语言深圳以后我的规定.
一切当前出现城市.城市回复积分她的联系的人."
42060,1756,分析,soil_test_data,6915,用户分析soil_test_data数据,25.83.111.159,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; lt-LT) AppleWebKit/534.25.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6534.25.2",2024-09-06 01:22:56,0.418,警告,
42061,115,导出,soil_samples,3295,用户导出soil_samples数据,153.148.134.173,Mozilla/5.0 (Windows NT 5.01; ne-NP; rv:1.9.1.20) Gecko/4268-04-10 20:14:41 Firefox/15.0,2024-06-26 01:41:15,4.819,失败,"加入这里公司公司帖子开发正在.中心作为发现.文化首页法律作者新闻内容计划.
显示科技方法生活北京这是只有.东西程序一般同时开始日本.显示注册位置问题安全作品大小注意.
你们情况生活如何."
42062,1935,分析,fertilizer_plans,2723,用户分析fertilizer_plans数据,37.236.94.7,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/3.0),2024-09-15 04:10:56,3.09,失败,"以后历史结果直接现在.全部大家能够情况应该电脑.
历史一些安全资源历史只是的人具有.虽然介绍能够参加市场商品.但是投资那么推荐位置.
软件谢谢一样合作.怎么广告主要电影深圳电脑不是."
42063,1599,修改,soil_samples,7833,用户修改soil_samples数据,117.108.74.185,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_4 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/22.0.807.0 Mobile/93A774 Safari/532.0",2024-08-25 08:45:01,4.702,警告,
42064,208,修改,crop_suitability,9619,用户修改crop_suitability数据,64.94.180.68,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.15.7 (KHTML, like Gecko) Version/5.0.2 Safari/534.15.7",2024-08-02 08:36:52,0.199,成功,
42065,1089,查询,crop_suitability,7863,用户查询crop_suitability数据,58.168.116.138,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2426-11-16 19:24:54 Firefox/11.0,2025-03-24 16:11:16,1.616,成功,
42066,649,分析,crop_suitability,4581,用户分析crop_suitability数据,176.173.18.2,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/5.0),2024-10-27 16:21:02,4.676,成功,
42067,1852,删除,fertilizer_plans,9804,用户删除fertilizer_plans数据,203.162.18.111,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/4.0),2025-01-04 07:05:38,0.573,警告,
42068,1088,分析,fertilizer_plans,6156,用户分析fertilizer_plans数据,13.61.7.76,Opera/8.25.(X11; Linux x86_64; az-IN) Presto/2.9.161 Version/11.00,2024-11-24 22:17:30,3.558,警告,
42069,635,查询,soil_samples,3880,用户查询soil_samples数据,76.104.39.90,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/5.1),2024-08-08 08:43:25,3.114,成功,
42070,554,修改,soil_samples,1360,用户修改soil_samples数据,222.254.89.47,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_5 rv:6.0; brx-IN) AppleWebKit/533.31.5 (KHTML, like Gecko) Version/4.1 Safari/533.31.5",2024-12-23 15:37:08,3.575,警告,
42071,1516,修改,soil_samples,5854,用户修改soil_samples数据,207.13.97.136,"Mozilla/5.0 (iPad; CPU iPad OS 17_1_1 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/51.0.874.0 Mobile/74C107 Safari/535.1",2024-11-27 08:34:28,0.297,警告,
42072,1997,分析,soil_samples,6651,用户分析soil_samples数据,154.69.91.190,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/533.15.1 (KHTML, like Gecko) Version/5.0.4 Safari/533.15.1",2024-10-23 01:59:15,2.915,成功,
42073,1731,删除,crop_suitability,138,用户删除crop_suitability数据,86.251.176.157,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0),2024-12-11 02:58:09,4.61,成功,
42074,869,分析,soil_samples,3807,用户分析soil_samples数据,205.27.48.35,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/3.1),2024-08-14 13:37:41,4.149,失败,"记者商品经营.次数你的下载有些.
一些精华学生有限回复.主要新闻完全只有以及.投资能够一般学校帖子简介提供.
一直安全这种开发.加入需要在线有些.
城市继续服务文件有关.原因根据人民报告."
42075,399,删除,crop_suitability,9531,用户删除crop_suitability数据,218.109.82.47,"Mozilla/5.0 (Linux; Android 13) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/13.0.808.0 Safari/532.0",2024-09-20 00:05:46,1.312,成功,
42076,852,查询,crop_suitability,8676,用户查询crop_suitability数据,185.205.96.163,Opera/9.86.(X11; Linux i686; is-IS) Presto/2.9.170 Version/10.00,2025-02-05 00:33:37,2.361,成功,
42077,1218,新增,crop_suitability,3815,用户新增crop_suitability数据,159.186.208.156,Opera/9.29.(Windows NT 5.1; ro-RO) Presto/2.9.165 Version/11.00,2024-12-24 04:59:13,2.902,成功,
42078,1945,导出,fertilizer_plans,7844,用户导出fertilizer_plans数据,27.86.120.90,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_1 rv:4.0; tt-RU) AppleWebKit/534.5.5 (KHTML, like Gecko) Version/4.0.3 Safari/534.5.5",2024-08-19 23:24:53,4.714,警告,
42079,425,删除,soil_test_data,9416,用户删除soil_test_data数据,56.147.27.208,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/55.0.847.0 Safari/533.2",2025-03-30 15:05:24,0.663,警告,
42080,1259,导出,fertilizer_plans,475,用户导出fertilizer_plans数据,130.54.181.178,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/3.0),2024-06-18 21:33:30,2.024,成功,
42081,1450,分析,soil_test_data,8802,用户分析soil_test_data数据,29.3.228.43,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_5 rv:6.0; wae-CH) AppleWebKit/532.10.7 (KHTML, like Gecko) Version/4.1 Safari/532.10.7",2025-03-05 19:59:20,4.369,警告,
42082,221,生成报告,fertilizer_plans,5922,用户生成报告fertilizer_plans数据,121.83.169.113,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_1 rv:2.0; ber-DZ) AppleWebKit/533.48.4 (KHTML, like Gecko) Version/5.0.1 Safari/533.48.4",2024-10-02 17:07:27,0.482,失败,"他的设计介绍.
中文系统只要.密码这么服务单位大家科技.所以注册为了日期论坛电话成为.
女人这是根据包括对于位置.国家只要对于."
42083,463,生成报告,soil_test_data,4696,用户生成报告soil_test_data数据,122.145.129.117,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/532.36.5 (KHTML, like Gecko) Version/4.1 Safari/532.36.5",2025-06-02 05:24:00,0.57,警告,
42084,716,修改,crop_suitability,3151,用户修改crop_suitability数据,94.118.119.148,Mozilla/5.0 (Windows CE; af-ZA; rv:1.9.0.20) Gecko/7573-01-28 07:21:35 Firefox/9.0,2024-09-12 09:16:36,0.875,失败,"经验市场中国现在作者有关.进行发生安全包括建设点击使用.的人网站已经合作.
法律地方产品各种控制当然参加首页.到了浏览可能开发.
管理名称工程.一种国际一些发现提高单位学生."
42085,1102,删除,soil_test_data,428,用户删除soil_test_data数据,13.214.7.214,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/535.43.7 (KHTML, like Gecko) Version/4.0.3 Safari/535.43.7",2024-08-25 01:01:16,0.891,警告,
42086,560,分析,soil_test_data,5804,用户分析soil_test_data数据,182.246.78.206,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3 rv:3.0; kk-KZ) AppleWebKit/533.25.2 (KHTML, like Gecko) Version/5.0.5 Safari/533.25.2",2025-01-31 13:40:51,2.072,警告,
42087,1989,分析,soil_samples,6022,用户分析soil_samples数据,163.218.25.248,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_3) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/28.0.804.0 Safari/532.1",2024-12-01 01:49:50,0.722,成功,
42088,1656,导出,fertilizer_plans,1886,用户导出fertilizer_plans数据,135.83.172.126,Opera/9.34.(Windows NT 4.0; bs-BA) Presto/2.9.187 Version/11.00,2024-10-14 02:29:56,1.392,失败,"她的只要之间成功联系事情.的是内容文章不要.
活动功能你的如此.有关结果来源这是注意最大来源.
地区以下精华决定.操作作品次数分析.建设到了企业大小关于表示今天."
42089,1264,修改,soil_test_data,9793,用户修改soil_test_data数据,78.244.109.39,Opera/9.39.(Windows 95; ml-IN) Presto/2.9.174 Version/10.00,2024-08-12 20:41:14,1.225,失败,"那些新闻本站.但是提供规定以及.工具资源个人男人上海学习出来.
注意那么大家活动密码.社会完全论坛积分说明不是.解决的是这种我们下载.我的过程可是."
42090,1141,查询,soil_test_data,6546,用户查询soil_test_data数据,94.228.184.32,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),2024-10-19 04:20:01,0.865,成功,
42091,1934,删除,crop_suitability,8397,用户删除crop_suitability数据,104.131.252.94,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; th-TH) AppleWebKit/531.12.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6531.12.7",2025-03-02 11:52:56,0.956,失败,"地址本站游戏她的中国简介政府.可能技术数据方面.
有限销售她的阅读发生建设类别.两个那么计划关于中文销售那么.
北京国内相关来源开始.为什数据来源教育.搜索简介中文系统说明显示制作大家."
42092,414,修改,crop_suitability,8274,用户修改crop_suitability数据,195.26.139.211,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/4.1),2024-09-20 20:26:41,3.89,失败,"应该文件主要那些首页.
全国以下服务发展人民关于一种.
一下虽然这些根据活动人员电子.只是简介标题是否在线."
42093,1058,修改,fertilizer_plans,8924,用户修改fertilizer_plans数据,211.148.34.232,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/30.0.858.0 Safari/531.0",2025-03-31 00:59:34,4.848,失败,"只是研究能够.管理内容朋友提供两个电子.
正在提供影响完全通过回复.
操作所以内容.一个内容质量为什联系只是世界积分.看到作品希望设计这些社会文章."
42094,340,删除,soil_samples,4870,用户删除soil_samples数据,9.56.205.8,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; ts-ZA) AppleWebKit/533.12.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6533.12.2",2024-09-22 08:54:40,0.571,失败,"完全搜索必须虽然可以那些关于.参加各种根据新闻.因此分析最大以上.
出来成为安全重要孩子.公司您的如此工作.
如此新闻如果而且认为网络系列.得到搜索情况下载那么技术.原因要求的是登录活动继续一般."
42095,585,导出,soil_samples,1424,用户导出soil_samples数据,55.74.39.10,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/40.0.816.0 Safari/536.0",2025-03-27 21:53:50,4.672,警告,
42096,104,修改,soil_samples,652,用户修改soil_samples数据,143.54.150.185,Opera/9.97.(Windows NT 11.0; et-EE) Presto/2.9.189 Version/12.00,2025-05-28 06:15:31,2.253,成功,
42097,1695,查询,fertilizer_plans,1359,用户查询fertilizer_plans数据,3.178.147.213,"Mozilla/5.0 (Linux; Android 1.6) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/56.0.893.0 Safari/535.0",2024-06-29 13:56:27,0.708,成功,
42098,1586,生成报告,soil_test_data,1492,用户生成报告soil_test_data数据,17.127.207.43,"Mozilla/5.0 (Windows NT 11.0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/36.0.847.0 Safari/531.0",2024-08-08 08:20:22,4.317,成功,
42099,609,修改,fertilizer_plans,3101,用户修改fertilizer_plans数据,202.113.79.10,Opera/9.55.(X11; Linux i686; ja-JP) Presto/2.9.174 Version/10.00,2025-04-15 00:03:55,3.166,警告,
42100,739,导出,soil_samples,57,用户导出soil_samples数据,1.49.114.55,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/38.0.867.0 Safari/535.2",2025-02-18 00:38:24,3.475,成功,
42101,692,修改,crop_suitability,6068,用户修改crop_suitability数据,109.114.81.145,Opera/9.37.(X11; Linux x86_64; gl-ES) Presto/2.9.188 Version/12.00,2024-08-17 02:10:43,1.285,警告,
42102,1775,导出,soil_samples,5981,用户导出soil_samples数据,194.250.75.21,Opera/8.81.(X11; Linux x86_64; shs-CA) Presto/2.9.165 Version/11.00,2025-03-09 05:37:21,2.972,成功,
42103,466,查询,soil_samples,5381,用户查询soil_samples数据,111.140.71.30,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_2 rv:6.0; kk-KZ) AppleWebKit/532.46.1 (KHTML, like Gecko) Version/5.0 Safari/532.46.1",2024-09-26 23:42:36,2.917,成功,
42104,1432,导出,soil_test_data,2112,用户导出soil_test_data数据,126.82.190.89,Opera/9.38.(Windows NT 6.1; my-MM) Presto/2.9.174 Version/10.00,2024-10-30 22:38:14,1.348,成功,
42105,382,导出,crop_suitability,1210,用户导出crop_suitability数据,13.127.118.209,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),2025-05-05 19:00:51,4.386,失败,"以下国际管理有限.
销售帮助文章原因.他们合作客户都是.
提高影响只有文化作品之间公司帖子.网上显示而且人民.
制作那么登录准备当前还有.地方那个关系一定说明来自国际密码."
42106,194,分析,soil_samples,3366,用户分析soil_samples数据,138.41.190.245,Opera/8.30.(Windows NT 10.0; sr-RS) Presto/2.9.173 Version/11.00,2024-08-04 02:06:40,1.934,警告,
42107,1766,查询,crop_suitability,6211,用户查询crop_suitability数据,182.6.214.231,Opera/9.20.(X11; Linux i686; si-LK) Presto/2.9.183 Version/12.00,2024-12-16 07:17:42,4.068,成功,
42108,1522,新增,fertilizer_plans,2542,用户新增fertilizer_plans数据,195.186.207.68,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/3.1),2025-01-01 00:43:24,4.583,警告,
42109,566,新增,fertilizer_plans,1374,用户新增fertilizer_plans数据,98.64.40.33,"Mozilla/5.0 (iPad; CPU iPad OS 17_3_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/11.7i0132.0 Mobile/20H516 Safari/533.1",2025-03-04 23:07:56,4.43,成功,
42110,127,导出,soil_samples,8408,用户导出soil_samples数据,192.106.231.142,"Mozilla/5.0 (Windows 98) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/36.0.885.0 Safari/535.2",2024-06-15 16:32:14,4.433,警告,
42111,1891,生成报告,soil_samples,5428,用户生成报告soil_samples数据,138.97.63.141,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; eu-ES) AppleWebKit/534.17.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6534.17.6",2024-06-22 22:21:55,3.166,失败,"国际那个非常关于工程.他们发表开发一定方面电脑.一定运行软件这里.
你的时间方法而且点击大学.教育拥有可以以后.到了推荐一样."
42112,1141,删除,crop_suitability,1721,用户删除crop_suitability数据,74.225.61.210,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/39.0.835.0 Safari/534.2",2024-08-14 20:52:29,4.308,成功,
42113,1227,查询,crop_suitability,4606,用户查询crop_suitability数据,133.67.125.135,"Mozilla/5.0 (iPad; CPU iPad OS 12_5_7 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/14.1r1422.0 Mobile/90D595 Safari/536.2",2024-09-24 14:34:13,4.484,失败,"这样而且完成的是解决决定.的人不会这个关系空间.比较一定价格管理政府作者合作.
公司美国如果加入次数我们.然后网络帮助介绍全部方法."
42114,45,导出,crop_suitability,5091,用户导出crop_suitability数据,114.25.242.162,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/4.1),2024-08-08 12:14:08,1.801,警告,
42115,1960,新增,crop_suitability,403,用户新增crop_suitability数据,201.195.181.6,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_6; rv:1.9.6.20) Gecko/8359-07-04 22:32:39 Firefox/3.8,2024-10-04 05:35:41,2.505,失败,那么决定正在增加城市自己必须.时间实现出现能够部门历史为了今天.要求问题政府组织已经论坛作者.
42116,1305,修改,fertilizer_plans,3337,用户修改fertilizer_plans数据,186.86.31.153,"Mozilla/5.0 (Linux; Android 5.0.1) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/51.0.822.0 Safari/533.1",2025-04-30 21:48:01,1.742,失败,"之间完成密码.深圳如此会员.谢谢他们行业日期.
相关北京认为具有.她的解决业务自己地方不要.帮助单位的人支持技术作者.
你们系统方式发展技术根据对于.非常制作欢迎完成汽车国家无法."
42117,20,生成报告,crop_suitability,9919,用户生成报告crop_suitability数据,221.106.126.64,Opera/8.83.(Windows NT 5.2; sat-IN) Presto/2.9.173 Version/12.00,2024-10-11 02:42:19,3.955,警告,
42118,1491,新增,soil_test_data,639,用户新增soil_test_data数据,77.42.46.73,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/3124-06-01 04:53:33 Firefox/13.0,2025-04-04 06:15:09,2.837,成功,
42119,647,生成报告,crop_suitability,2816,用户生成报告crop_suitability数据,124.214.79.104,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/3.1),2024-07-03 09:41:29,4.104,成功,
42120,155,分析,crop_suitability,1103,用户分析crop_suitability数据,31.105.14.211,Opera/8.43.(Windows 95; or-IN) Presto/2.9.186 Version/11.00,2024-07-21 20:00:58,0.953,警告,
42121,970,生成报告,soil_samples,9733,用户生成报告soil_samples数据,57.106.95.92,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; pt-PT) AppleWebKit/534.37.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6534.37.6",2024-10-13 10:32:55,3.217,成功,
42122,681,分析,soil_test_data,1583,用户分析soil_test_data数据,22.210.16.123,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/50.0.853.0 Safari/534.2",2024-08-31 13:51:32,2.452,警告,
